Electric/Acoustic,Distorted/Clear,Many Instruments/Few Instruments,Loud/Soft,Heavy/Light,High pitch/Low pitch,Wide pitch variation/Narrow pitch variation,Punchy/Smooth,Harmonious/Disharmonious,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Dense/Sparse,Strong beat/Weak beat,prolific_id,stimulus_id
1,6,5,1,1,6,6,1,3,2,1,6,1,1,3,5f0cfeef098f1e53ff201909,Zl-50U1tsBM
6,6,2,5,5,2,4,5,2,3,3,5,3,3,3,5f033543945c554f816f6ad7,VIqv8YRVDuY
6,2,3,3,4,6,5,3,4,3,4,5,4,5,4,60ed501279c68ea1a313d0aa,Zl-50U1tsBM
2,7,6,5,6,6,5,2,2,2,3,3,3,5,2,5b1840dfb6fe3d0001a1073d,pdzliNhlqWI
3,5,2,2,2,5,4,2,3,5,4,3,3,2,3,5b1840dfb6fe3d0001a1073d,Zl-50U1tsBM
3,1,3,3,2,6,5,5,7,7,5,4,3,3,6,5c5cad3e4ee81200018eafe2,HO-GyyhtDnA
1,2,5,3,2,3,6,1,6,6,3,6,3,3,4,5e979756281ba326b104d3e8,HO-GyyhtDnA
4,1,2,2,1,6,2,2,6,3,3,3,2,1,3,5e979756281ba326b104d3e8,Zl-50U1tsBM
3,3,6,5,5,3,3,4,3,3,4,5,4,5,3,60ed501279c68ea1a313d0aa,pdzliNhlqWI
5,3,3,4,3,6,5,4,5,5,4,3,4,3,3,60ed501279c68ea1a313d0aa,HO-GyyhtDnA
6,6,2,2,3,4,3,2,2,2,4,2,2,4,2,573dbfc9cc30e7000dc57410,Zl-50U1tsBM
2,4,4,2,6,4,4,3,3,4,4,3,2,4,4,60e76a1d107aa8d3ccd3e37b,Zl-50U1tsBM
2,5,6,4,6,2,3,2,4,3,2,4,2,4,4,60e76a1d107aa8d3ccd3e37b,cYszuGaptkk
4,4,4,3,3,4,3,2,4,3,2,4,3,3,3,5f5949feb6149f1932dbfcfc,Zl-50U1tsBM
3,3,3,4,4,2,3,3,4,2,2,2,2,3,2,5f5949feb6149f1932dbfcfc,2-m3SEGs0kM
2,2,3,3,3,5,5,3,4,5,5,3,3,3,3,608727ded1b6b85975bbf14d,Zl-50U1tsBM
4,6,4,5,6,4,4,3,2,4,4,6,4,5,4,5ebebcf619a604258a233c4f,pdzliNhlqWI
6,7,6,5,5,2,4,6,3,3,4,5,3,6,3,60ed501279c68ea1a313d0aa,VIqv8YRVDuY
3,3,5,3,3,6,5,3,4,4,3,5,5,5,4,5eb463628b63a22bad15771c,cYszuGaptkk
2,4,3,3,2,6,6,2,5,5,3,6,5,1,7,5f0cfeef098f1e53ff201909,cYszuGaptkk
1,2,3,1,1,6,5,3,6,6,6,5,5,3,4,5eb463628b63a22bad15771c,HO-GyyhtDnA
6,6,6,4,6,2,6,4,2,2,1,4,4,6,1,5bd0a57f446a8e0001204390,2-m3SEGs0kM
1,1,5,3,1,6,5,3,6,7,4,1,2,1,4,5fcf5ad1347ca200086dd547,Zl-50U1tsBM
4,5,5,5,5,3,5,5,3,3,4,5,5,5,5,59e4b3a1896cfc0001921095,pdzliNhlqWI
1,3,3,3,3,2,2,3,2,2,3,3,3,4,2,5f033543945c554f816f6ad7,cYszuGaptkk
3,5,4,4,3,5,3,3,5,6,6,3,3,4,4,61435b26170aa14747574253,Zl-50U1tsBM
2,3,3,4,2,6,4,2,3,5,2,6,1,3,1,5bd0a57f446a8e0001204390,Zl-50U1tsBM
3,6,2,5,7,2,3,3,3,2,5,5,4,5,5,5fcf5ad1347ca200086dd547,VIqv8YRVDuY
6,5,6,6,6,3,5,6,2,3,3,5,4,4,5,61435b26170aa14747574253,2-m3SEGs0kM
6,7,6,3,5,2,3,1,1,1,3,4,3,4,1,5f033543945c554f816f6ad7,pdzliNhlqWI
6,7,7,6,7,1,7,5,2,1,1,6,2,7,2,5fcf5ad1347ca200086dd547,2-m3SEGs0kM
4,5,3,5,3,5,4,3,3,6,2,2,1,2,2,5bd0a57f446a8e0001204390,cYszuGaptkk
7,2,2,6,6,6,4,6,4,5,5,2,3,4,3,60ed501279c68ea1a313d0aa,cYszuGaptkk
7,7,6,7,7,1,7,1,1,1,1,7,3,6,6,5f0cfeef098f1e53ff201909,2-m3SEGs0kM
5,7,5,3,5,5,6,2,1,1,1,7,5,3,1,5f0cfeef098f1e53ff201909,pdzliNhlqWI
3,6,5,3,3,4,3,5,3,3,3,5,5,5,2,61435b26170aa14747574253,cYszuGaptkk
1,2,3,2,2,6,6,4,6,6,3,5,5,4,4,5f033543945c554f816f6ad7,HO-GyyhtDnA
6,6,6,2,5,6,2,6,2,3,3,5,5,7,3,61435b26170aa14747574253,pdzliNhlqWI
2,4,6,4,2,6,6,4,3,6,2,2,3,2,4,5bd0a57f446a8e0001204390,HO-GyyhtDnA
2,3,2,2,5,4,1,2,1,2,6,2,3,3,3,6136503d70302c9d1aa894f4,VIqv8YRVDuY
5,7,6,3,7,5,3,5,2,2,2,7,6,6,6,60b60d67bbc65b38b155536e,pdzliNhlqWI
4,3,5,2,2,6,4,3,4,4,3,3,2,3,4,60e76a1d107aa8d3ccd3e37b,HO-GyyhtDnA
3,6,3,3,3,1,1,1,1,1,1,2,1,2,1,5f5949feb6149f1932dbfcfc,pdzliNhlqWI
4,6,3,3,4,3,3,3,3,3,3,4,3,3,3,5f5949feb6149f1932dbfcfc,VIqv8YRVDuY
5,6,2,5,5,4,3,3,3,5,4,6,4,5,6,5ebebcf619a604258a233c4f,VIqv8YRVDuY
6,5,6,3,7,2,6,2,2,2,2,7,3,6,4,608727ded1b6b85975bbf14d,2-m3SEGs0kM
2,5,2,4,3,6,5,3,5,5,5,3,2,2,3,61435b26170aa14747574253,HO-GyyhtDnA
1,1,2,1,1,7,7,3,5,6,5,4,3,1,2,5fcf5ad1347ca200086dd547,HO-GyyhtDnA
3,3,5,5,5,2,5,6,1,1,1,6,3,4,2,5f033543945c554f816f6ad7,2-m3SEGs0kM
2,6,5,4,5,3,5,3,2,3,2,3,3,6,2,5bd0a57f446a8e0001204390,pdzliNhlqWI
5,6,4,3,4,4,3,3,2,2,1,2,2,5,5,60e76a1d107aa8d3ccd3e37b,VIqv8YRVDuY
4,4,3,2,5,5,4,3,2,3,1,2,2,4,3,60e76a1d107aa8d3ccd3e37b,2-m3SEGs0kM
3,2,5,5,6,3,5,5,2,3,3,6,3,6,4,608727ded1b6b85975bbf14d,VIqv8YRVDuY
5,2,2,5,4,4,3,5,3,3,4,4,4,4,5,5ebebcf619a604258a233c4f,cYszuGaptkk
2,2,3,5,3,5,5,4,4,5,4,5,4,5,4,608727ded1b6b85975bbf14d,cYszuGaptkk
4,3,2,4,4,4,4,3,4,5,3,4,3,3,4,5ebebcf619a604258a233c4f,Zl-50U1tsBM
1,7,6,7,7,2,3,6,3,3,1,6,5,5,5,5f8394cdd4459c14c000697e,pdzliNhlqWI
1,2,5,3,2,3,6,5,4,3,2,5,3,3,4,5f8394cdd4459c14c000697e,Zl-50U1tsBM
2,7,3,3,3,5,5,3,5,6,6,3,5,5,5,6151e69a392433707e7a9dfb,HO-GyyhtDnA
3,5,2,3,7,3,2,3,2,2,3,4,3,4,3,5fcf5ad1347ca200086dd547,pdzliNhlqWI
4,4,4,3,4,2,4,4,4,4,2,4,4,4,4,5f5949feb6149f1932dbfcfc,cYszuGaptkk
3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,5f5949feb6149f1932dbfcfc,HO-GyyhtDnA
4,6,4,5,4,5,4,4,4,7,4,4,4,4,4,608727ded1b6b85975bbf14d,HO-GyyhtDnA
5,3,4,6,2,6,6,3,5,6,5,4,5,4,4,5e597bc019aafc0628150c78,HO-GyyhtDnA
1,3,5,4,3,6,6,5,3,4,2,4,3,4,3,5f8394cdd4459c14c000697e,HO-GyyhtDnA
6,7,3,6,1,6,6,3,1,2,3,2,5,5,3,5e597bc019aafc0628150c78,Zl-50U1tsBM
2,7,5,2,6,2,6,2,5,1,1,7,3,2,3,5e4761e624b17f2239a6473a,pdzliNhlqWI
7,7,7,7,7,2,6,6,6,5,7,5,6,6,6,6151e69a392433707e7a9dfb,VIqv8YRVDuY
5,7,2,2,2,1,2,3,4,4,1,2,2,3,3,5fae21a54a4443270635904c,Zl-50U1tsBM
6,7,5,3,6,3,6,2,3,1,1,7,3,5,4,5e4761e624b17f2239a6473a,2-m3SEGs0kM
3,2,2,2,3,4,3,5,5,6,5,4,3,4,3,5fcf5ad1347ca200086dd547,cYszuGaptkk
3,3,2,5,5,3,3,2,1,3,1,6,5,3,3,5f0cfeef098f1e53ff201909,VIqv8YRVDuY
1,4,5,5,5,2,5,3,5,6,2,2,3,3,3,5bd0a57f446a8e0001204390,VIqv8YRVDuY
5,6,6,7,6,5,2,5,3,2,5,2,3,3,2,61435b26170aa14747574253,VIqv8YRVDuY
3,3,3,3,3,5,1,1,7,7,7,4,1,1,7,60b60d67bbc65b38b155536e,cYszuGaptkk
2,2,3,2,4,6,5,1,4,5,6,3,2,3,2,6136503d70302c9d1aa894f4,cYszuGaptkk
5,7,4,3,6,3,3,2,3,5,3,5,4,5,5,56f597c5736c79000b228052,VIqv8YRVDuY
1,7,5,5,5,3,5,3,3,5,3,5,5,3,5,60b60d67bbc65b38b155536e,VIqv8YRVDuY
6,6,6,5,7,2,6,6,1,1,1,6,1,6,2,6136503d70302c9d1aa894f4,2-m3SEGs0kM
6,7,6,6,7,7,6,5,3,3,2,3,5,7,4,56f597c5736c79000b228052,2-m3SEGs0kM
1,6,2,3,4,4,2,2,3,5,3,3,2,2,3,6136503d70302c9d1aa894f4,Zl-50U1tsBM
3,3,5,6,5,5,3,2,2,3,2,6,5,5,3,56f597c5736c79000b228052,pdzliNhlqWI
5,7,4,5,6,2,3,3,2,2,2,4,4,6,5,5ebebcf619a604258a233c4f,2-m3SEGs0kM
2,6,6,2,7,2,6,2,2,2,2,7,3,6,2,608727ded1b6b85975bbf14d,pdzliNhlqWI
3,7,5,7,7,5,3,2,2,3,2,7,6,6,2,5e597bc019aafc0628150c78,pdzliNhlqWI
1,7,7,7,7,1,7,7,2,1,1,7,6,5,5,5f8394cdd4459c14c000697e,2-m3SEGs0kM
2,2,6,7,7,6,6,7,3,5,1,7,5,6,5,5f8394cdd4459c14c000697e,cYszuGaptkk
1,7,7,7,7,2,5,7,3,4,2,5,3,4,4,5f8394cdd4459c14c000697e,VIqv8YRVDuY
1,7,3,2,2,2,3,3,3,5,5,3,5,5,3,6151e69a392433707e7a9dfb,Zl-50U1tsBM
2,7,3,5,5,5,5,5,5,5,5,5,5,5,5,6151e69a392433707e7a9dfb,cYszuGaptkk
2,7,5,4,3,3,5,3,4,3,1,7,3,2,5,5e4761e624b17f2239a6473a,Zl-50U1tsBM
5,7,3,3,6,3,6,3,5,2,1,7,3,2,6,5e4761e624b17f2239a6473a,VIqv8YRVDuY
6,3,6,6,6,1,7,5,2,2,1,7,3,7,3,60b60d67bbc65b38b155536e,2-m3SEGs0kM
2,2,3,3,2,4,4,3,4,5,3,4,3,4,4,5ebebcf619a604258a233c4f,HO-GyyhtDnA
7,7,6,7,7,6,6,7,3,5,2,7,6,4,3,5e597bc019aafc0628150c78,2-m3SEGs0kM
5,5,4,7,2,5,5,3,2,4,5,5,6,4,5,5e597bc019aafc0628150c78,cYszuGaptkk
6,6,2,7,7,3,2,3,1,3,5,5,5,6,5,5e597bc019aafc0628150c78,VIqv8YRVDuY
6,7,3,3,6,4,3,2,3,3,4,4,2,2,2,5fae21a54a4443270635904c,2-m3SEGs0kM
5,7,6,5,6,5,5,3,4,4,3,3,2,4,4,5fae21a54a4443270635904c,VIqv8YRVDuY
2,3,3,5,2,5,5,5,6,6,4,7,4,2,7,5e4761e624b17f2239a6473a,HO-GyyhtDnA
2,7,5,4,6,4,7,5,5,5,5,7,3,2,6,5e4761e624b17f2239a6473a,cYszuGaptkk
1,2,5,3,3,5,6,3,6,6,5,7,4,3,3,56f597c5736c79000b228052,HO-GyyhtDnA
2,2,3,2,2,7,7,1,7,7,6,7,2,1,7,60b60d67bbc65b38b155536e,HO-GyyhtDnA
1,3,2,1,1,7,1,1,7,7,7,7,1,1,1,60b60d67bbc65b38b155536e,Zl-50U1tsBM
2,3,5,3,3,6,5,2,3,3,2,5,3,3,4,56f597c5736c79000b228052,Zl-50U1tsBM
1,2,2,2,2,6,3,2,6,5,3,3,3,2,2,6136503d70302c9d1aa894f4,HO-GyyhtDnA
2,7,7,7,7,3,5,6,3,3,6,7,6,5,5,6151e69a392433707e7a9dfb,pdzliNhlqWI
7,7,7,7,7,1,7,7,1,1,1,7,7,7,7,6151e69a392433707e7a9dfb,2-m3SEGs0kM
4,7,3,4,4,3,4,4,4,4,3,4,4,4,4,5fae21a54a4443270635904c,cYszuGaptkk
6,7,2,2,6,3,5,5,4,4,2,3,3,3,2,5fae21a54a4443270635904c,pdzliNhlqWI
4,7,2,2,5,4,4,3,3,4,1,2,2,3,5,5fae21a54a4443270635904c,HO-GyyhtDnA
6,3,3,3,3,5,5,4,2,3,5,3,3,2,3,5e380457679e67000c56b02f,Zl-50U1tsBM
7,6,6,6,6,2,4,4,2,2,3,5,3,5,4,5e380457679e67000c56b02f,2-m3SEGs0kM
2,5,3,3,2,5,3,3,4,5,5,5,3,3,3,56bb1e18724769000bb745f2,Zl-50U1tsBM
2,5,5,2,2,5,3,3,5,5,5,3,3,3,3,56bb1e18724769000bb745f2,HO-GyyhtDnA
2,3,4,3,3,6,4,5,6,6,5,6,4,5,3,56f597c5736c79000b228052,cYszuGaptkk
5,6,4,4,5,4,3,4,3,3,3,4,4,5,3,5ed18d516f7b8e0e377758fa,pdzliNhlqWI
1,6,5,3,6,4,5,5,2,2,2,6,3,6,2,6136503d70302c9d1aa894f4,pdzliNhlqWI
1,3,5,7,7,1,7,3,2,2,1,3,3,6,7,615a17c90199096a5bbe0f48,VIqv8YRVDuY
3,6,5,7,7,3,5,5,3,5,4,6,3,5,6,55d621bbdb6a810013fa0ea0,cYszuGaptkk
2,2,3,3,3,6,6,6,4,6,6,6,4,6,6,6127987e1e4a3ccd8b9ce45a,HO-GyyhtDnA
1,3,3,3,2,5,5,2,3,3,3,2,3,2,3,605e1fc0be766e80d0104df3,Zl-50U1tsBM
5,5,5,5,5,3,5,6,2,3,3,6,3,6,3,6127987e1e4a3ccd8b9ce45a,VIqv8YRVDuY
3,6,4,4,3,5,4,3,3,5,3,5,3,4,4,55d621bbdb6a810013fa0ea0,Zl-50U1tsBM
3,1,5,3,3,5,2,3,6,7,6,4,1,6,7,615a17c90199096a5bbe0f48,cYszuGaptkk
3,7,7,7,7,2,7,3,2,1,1,7,3,7,1,615a17c90199096a5bbe0f48,2-m3SEGs0kM
1,1,5,7,1,6,7,1,7,7,7,4,3,4,4,615a17c90199096a5bbe0f48,HO-GyyhtDnA
2,3,3,3,4,3,5,3,3,5,5,3,3,3,5,605e1fc0be766e80d0104df3,cYszuGaptkk
6,6,6,6,6,4,6,2,4,2,2,6,3,6,2,6127987e1e4a3ccd8b9ce45a,2-m3SEGs0kM
2,2,3,3,6,7,6,6,7,7,7,2,2,4,5,5f6c423e8071b21b35b07ea6,VIqv8YRVDuY
2,2,2,3,2,6,6,2,3,5,4,5,3,3,3,6127987e1e4a3ccd8b9ce45a,Zl-50U1tsBM
2,5,3,6,6,3,3,5,3,3,5,3,5,3,4,605e1fc0be766e80d0104df3,VIqv8YRVDuY
4,5,5,6,6,1,4,4,4,4,3,5,3,6,5,5efb8358f81cbe0f08950fe4,pdzliNhlqWI
3,4,5,5,5,5,6,5,4,6,3,3,5,3,6,6112c3592c483f115b25d256,cYszuGaptkk
4,6,7,6,7,1,7,6,6,7,1,7,3,7,7,5a95d013f6dfdd0001ea60be,2-m3SEGs0kM
5,5,3,3,4,4,5,3,3,3,4,5,5,4,3,5e380457679e67000c56b02f,pdzliNhlqWI
6,6,2,5,5,3,2,4,2,3,6,3,4,3,5,5e380457679e67000c56b02f,VIqv8YRVDuY
5,2,5,5,4,7,7,4,6,7,7,4,2,2,4,5f6c423e8071b21b35b07ea6,Zl-50U1tsBM
3,3,5,3,4,3,5,3,3,3,3,6,5,5,2,6127987e1e4a3ccd8b9ce45a,pdzliNhlqWI
2,2,7,1,2,7,4,4,6,6,4,7,3,3,4,5efb8358f81cbe0f08950fe4,HO-GyyhtDnA
2,4,3,4,4,5,6,2,4,5,2,5,2,5,4,6027cc78c597e0049f3e455d,Zl-50U1tsBM
3,2,7,2,6,1,3,4,4,5,3,6,2,6,4,5efb8358f81cbe0f08950fe4,cYszuGaptkk
6,6,7,6,7,1,5,2,2,1,1,6,2,6,5,60a6b2ed58d0aaed52f1dcf4,2-m3SEGs0kM
2,2,5,2,2,3,5,4,4,3,4,3,3,3,4,5e380457679e67000c56b02f,HO-GyyhtDnA
3,5,5,5,6,3,5,4,3,3,3,5,4,5,2,605e1fc0be766e80d0104df3,pdzliNhlqWI
3,3,3,4,3,5,5,5,4,5,5,5,4,5,6,6127987e1e4a3ccd8b9ce45a,cYszuGaptkk
6,6,6,6,6,4,6,5,3,3,3,5,3,5,3,605e1fc0be766e80d0104df3,2-m3SEGs0kM
5,4,5,3,5,3,3,4,5,6,4,2,3,5,4,6112c3592c483f115b25d256,VIqv8YRVDuY
6,6,5,6,6,2,5,7,2,2,3,5,3,5,7,55d621bbdb6a810013fa0ea0,2-m3SEGs0kM
1,5,3,3,3,5,5,2,4,5,6,7,2,5,1,615a17c90199096a5bbe0f48,Zl-50U1tsBM
3,2,5,3,3,5,6,3,4,5,5,2,4,3,6,6112c3592c483f115b25d256,HO-GyyhtDnA
5,5,5,3,3,7,7,3,7,7,7,3,3,3,4,5f6c423e8071b21b35b07ea6,HO-GyyhtDnA
2,2,5,2,1,6,3,4,6,4,5,3,3,2,2,5a95d013f6dfdd0001ea60be,HO-GyyhtDnA
6,3,2,3,3,6,3,4,3,6,5,7,5,5,5,60bb9dd521d84c33662850ae,HO-GyyhtDnA
2,7,6,7,7,2,3,3,3,5,2,5,6,6,5,60bb9dd521d84c33662850ae,VIqv8YRVDuY
6,6,6,6,6,3,4,3,3,2,3,6,5,5,6,55d621bbdb6a810013fa0ea0,pdzliNhlqWI
5,7,5,6,6,2,5,5,2,5,5,6,3,5,7,55d621bbdb6a810013fa0ea0,VIqv8YRVDuY
5,5,6,3,6,4,4,4,4,3,3,5,3,5,4,5efb8358f81cbe0f08950fe4,2-m3SEGs0kM
3,2,6,4,2,5,5,3,5,5,4,6,3,3,5,55d621bbdb6a810013fa0ea0,HO-GyyhtDnA
4,5,5,2,6,2,4,5,3,4,3,5,4,6,5,5efb8358f81cbe0f08950fe4,VIqv8YRVDuY
6,6,6,5,6,1,3,6,7,7,7,3,3,4,4,5f6c423e8071b21b35b07ea6,2-m3SEGs0kM
2,2,5,2,1,5,5,2,5,5,5,2,3,3,5,605e1fc0be766e80d0104df3,HO-GyyhtDnA
2,2,3,3,2,7,7,3,7,7,7,4,3,4,4,5f6c423e8071b21b35b07ea6,cYszuGaptkk
3,2,4,5,4,6,4,3,6,6,6,5,2,2,2,5efb8358f81cbe0f08950fe4,Zl-50U1tsBM
3,3,4,3,5,5,3,5,3,3,4,5,5,3,3,6112c3592c483f115b25d256,pdzliNhlqWI
6,6,6,2,6,3,7,5,6,7,7,7,2,3,3,5f6c423e8071b21b35b07ea6,pdzliNhlqWI
2,7,6,4,5,2,6,2,4,5,2,6,2,5,5,6027cc78c597e0049f3e455d,pdzliNhlqWI
2,2,4,4,3,6,5,2,4,5,4,5,3,2,4,6112c3592c483f115b25d256,Zl-50U1tsBM
6,6,3,5,6,3,3,6,3,5,3,3,3,2,5,60a6b2ed58d0aaed52f1dcf4,VIqv8YRVDuY
2,2,5,6,5,2,5,6,6,6,2,6,2,4,6,6027cc78c597e0049f3e455d,cYszuGaptkk
2,3,2,2,2,3,5,5,6,6,3,5,5,2,3,60a6b2ed58d0aaed52f1dcf4,cYszuGaptkk
4,4,4,3,3,4,4,4,3,3,4,4,3,3,6,5af4cd9c20299700016d1245,2-m3SEGs0kM
1,2,6,3,3,6,5,3,5,5,3,6,6,5,5,6037a63eb08c240350cfd0db,Zl-50U1tsBM
5,5,2,2,3,3,5,5,5,5,3,4,3,2,3,60a6b2ed58d0aaed52f1dcf4,Zl-50U1tsBM
6,7,6,6,6,5,5,5,5,3,3,5,5,5,5,60a6b2ed58d0aaed52f1dcf4,pdzliNhlqWI
2,2,6,2,2,6,3,2,6,6,2,6,2,3,4,6027cc78c597e0049f3e455d,HO-GyyhtDnA
3,7,5,6,6,3,2,5,2,2,2,6,3,3,5,5fc93d0e16b69439e106238e,pdzliNhlqWI
5,2,7,6,4,5,7,4,3,7,3,7,4,6,7,5a95d013f6dfdd0001ea60be,cYszuGaptkk
6,6,5,3,6,3,3,6,2,2,4,4,6,6,4,6112c3592c483f115b25d256,2-m3SEGs0kM
7,6,6,6,7,3,5,3,3,2,2,6,3,6,6,5fc93d0e16b69439e106238e,2-m3SEGs0kM
2,5,4,4,6,2,6,2,4,5,2,5,2,4,5,6027cc78c597e0049f3e455d,VIqv8YRVDuY
1,3,6,5,6,2,6,4,5,5,3,6,3,5,5,6037a63eb08c240350cfd0db,pdzliNhlqWI
2,2,6,7,7,5,4,4,4,4,4,4,4,4,4,5af4cd9c20299700016d1245,HO-GyyhtDnA
1,5,6,5,6,2,5,4,5,5,3,6,3,6,5,6037a63eb08c240350cfd0db,2-m3SEGs0kM
1,2,6,5,5,5,5,4,6,6,3,6,3,5,4,6037a63eb08c240350cfd0db,cYszuGaptkk
2,6,5,2,3,2,3,2,3,2,2,6,3,5,2,612b5a2c55286e4cf74a63ee,pdzliNhlqWI
3,4,6,6,4,4,4,3,4,5,4,5,5,5,4,5af4cd9c20299700016d1245,cYszuGaptkk
2,3,3,2,1,5,5,2,3,3,2,5,3,2,3,5fc93d0e16b69439e106238e,HO-GyyhtDnA
3,5,4,5,5,2,4,3,4,5,3,5,2,3,3,5b7924d8338a93000154ad21,VIqv8YRVDuY
5,4,3,5,6,2,3,5,2,3,5,4,3,3,4,5dfc01544a2ad4918e665575,VIqv8YRVDuY
4,4,6,6,3,6,5,3,6,6,3,3,3,3,3,5af4cd9c20299700016d1245,Zl-50U1tsBM
5,7,7,2,7,2,7,7,1,1,1,7,5,6,3,612b5a2c55286e4cf74a63ee,2-m3SEGs0kM
3,3,3,4,6,4,4,3,5,5,4,2,3,3,4,5af4cd9c20299700016d1245,VIqv8YRVDuY
5,5,3,4,3,4,3,4,3,5,4,5,3,5,5,5e380457679e67000c56b02f,cYszuGaptkk
7,6,6,7,7,7,7,6,2,2,3,5,5,5,6,60bb9dd521d84c33662850ae,2-m3SEGs0kM
3,7,5,4,6,4,4,2,2,2,2,3,3,4,4,5af4cd9c20299700016d1245,pdzliNhlqWI
2,3,6,5,6,2,6,4,5,5,3,6,3,5,5,6037a63eb08c240350cfd0db,VIqv8YRVDuY
2,6,2,5,5,3,5,3,2,3,3,5,3,3,5,5fc93d0e16b69439e106238e,cYszuGaptkk
3,3,5,2,3,7,5,2,6,3,3,5,2,2,3,5b7924d8338a93000154ad21,Zl-50U1tsBM
5,5,3,5,3,6,6,5,5,6,5,4,4,1,4,5dfc01544a2ad4918e665575,Zl-50U1tsBM
5,6,4,5,5,3,3,5,4,3,3,5,4,5,6,5dfc01544a2ad4918e665575,2-m3SEGs0kM
3,6,5,3,6,2,5,2,2,3,3,6,3,3,3,5b7924d8338a93000154ad21,pdzliNhlqWI
3,3,6,2,2,7,6,1,6,6,3,6,2,2,2,5b7924d8338a93000154ad21,HO-GyyhtDnA
2,2,3,2,1,3,3,2,5,4,5,3,3,2,3,5a95d013f6dfdd0001ea60be,Zl-50U1tsBM
4,3,2,2,4,3,1,5,5,6,3,6,5,5,5,60bb9dd521d84c33662850ae,Zl-50U1tsBM
2,6,5,7,6,2,2,3,2,2,2,6,5,6,5,60bb9dd521d84c33662850ae,pdzliNhlqWI
2,6,6,5,6,3,6,2,4,3,1,5,2,5,4,6027cc78c597e0049f3e455d,2-m3SEGs0kM
1,2,6,3,3,6,6,3,6,6,3,6,5,5,5,6037a63eb08c240350cfd0db,HO-GyyhtDnA
2,5,5,2,3,4,3,5,5,5,3,5,3,3,3,60a6b2ed58d0aaed52f1dcf4,HO-GyyhtDnA
2,6,5,6,6,2,5,3,2,2,2,6,3,3,6,5fc93d0e16b69439e106238e,VIqv8YRVDuY
2,6,6,6,3,6,2,2,6,3,3,3,5,3,3,612b5a2c55286e4cf74a63ee,Zl-50U1tsBM
2,6,2,3,2,6,2,2,3,2,3,5,2,2,3,5fc93d0e16b69439e106238e,Zl-50U1tsBM
3,4,5,4,6,2,2,5,4,5,4,5,3,2,6,5dfc01544a2ad4918e665575,pdzliNhlqWI
5,7,6,3,7,2,3,1,6,6,3,3,5,5,5,612b5a2c55286e4cf74a63ee,cYszuGaptkk
3,3,5,5,3,5,6,3,4,6,2,5,3,2,2,608702d7661a76c56f62a02a,cYszuGaptkk
6,7,6,7,7,3,6,3,2,3,3,6,4,5,5,5ebd495e39fb6f017b95054a,pdzliNhlqWI
5,4,4,5,6,2,3,6,4,4,3,4,3,4,5,5dfc01544a2ad4918e665575,cYszuGaptkk
3,3,2,6,2,6,5,2,6,6,5,4,3,3,3,60c114f1542c86cb1e3e7c86,HO-GyyhtDnA
6,6,7,6,6,4,5,3,4,3,2,5,3,6,2,608702d7661a76c56f62a02a,2-m3SEGs0kM
3,6,6,6,6,3,5,5,3,4,3,6,5,5,5,5ebd495e39fb6f017b95054a,VIqv8YRVDuY
3,4,5,3,5,2,5,2,3,3,3,6,2,2,3,5b7924d8338a93000154ad21,2-m3SEGs0kM
3,2,2,1,1,6,6,2,6,6,3,5,3,1,4,5dfc01544a2ad4918e665575,HO-GyyhtDnA
2,3,3,3,2,6,6,2,3,6,2,3,1,3,2,608702d7661a76c56f62a02a,Zl-50U1tsBM
3,5,3,3,3,3,3,2,3,3,3,2,3,3,2,5d4d9ea8c088850019ec5b32,pdzliNhlqWI
3,5,4,5,6,5,6,2,3,6,1,6,5,6,2,608702d7661a76c56f62a02a,pdzliNhlqWI
3,6,3,7,7,3,3,5,2,5,3,6,3,3,6,60bb9dd521d84c33662850ae,cYszuGaptkk
6,6,6,6,6,3,5,2,3,3,2,5,3,5,3,56bb1e18724769000bb745f2,2-m3SEGs0kM
3,6,5,3,5,3,3,3,3,3,3,5,4,5,3,56bb1e18724769000bb745f2,pdzliNhlqWI
3,4,5,3,2,5,4,2,2,4,6,4,3,2,3,5d979f377bc9750018a7a6bf,Zl-50U1tsBM
