Electric/Acoustic,Distorted/Clear,Many Instruments/Few Instruments,Loud/Soft,Heavy/Light,High pitch/Low pitch,Wide pitch variation/Narrow pitch variation,Punchy/Smooth,Harmonious/Disharmonious,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Dense/Sparse,Strong beat/Weak beat,prolific_id,stimulus_id
3,4,5,4,5,2,2,3,5,4,5,4,4,4,5,5d979f377bc9750018a7a6bf,VIqv8YRVDuY
3,7,7,7,7,3,5,4,3,2,2,2,4,4,4,5ebd495e39fb6f017b95054a,2-m3SEGs0kM
6,5,5,6,6,6,6,7,2,1,1,6,3,3,4,5fc00a11268eb941e7d8b066,2-m3SEGs0kM
3,3,2,4,2,6,6,2,3,3,2,5,2,1,3,5fc00a11268eb941e7d8b066,HO-GyyhtDnA
3,2,3,3,6,5,1,1,6,5,7,3,2,3,6,5de0803843e90d0fcc462b13,cYszuGaptkk
3,5,3,6,6,2,6,5,2,2,3,6,3,3,2,5de0803843e90d0fcc462b13,pdzliNhlqWI
3,6,3,2,6,2,5,1,6,5,6,3,3,6,5,5de0803843e90d0fcc462b13,VIqv8YRVDuY
6,5,5,4,6,3,6,2,2,2,1,7,3,5,3,60b7be9f5e3d9290ded3bedf,2-m3SEGs0kM
3,4,4,3,6,4,4,3,2,2,2,6,5,5,4,601969ac51c0bc0556499ddd,pdzliNhlqWI
4,1,4,7,7,4,4,4,4,4,4,4,4,4,4,5d432a9dfc19f8001a2964e7,cYszuGaptkk
3,4,7,3,6,4,4,3,7,7,6,7,7,4,4,601969ac51c0bc0556499ddd,HO-GyyhtDnA
4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,5d432a9dfc19f8001a2964e7,HO-GyyhtDnA
7,7,7,7,7,1,7,7,1,4,7,7,4,7,6,5d432a9dfc19f8001a2964e7,VIqv8YRVDuY
4,4,6,4,3,6,4,4,7,6,4,4,4,4,6,5b82e33f184f45000155f0ba,Zl-50U1tsBM
3,6,5,4,5,4,6,4,3,2,3,5,5,5,5,6057810acf80d91784eb5b15,pdzliNhlqWI
4,3,4,4,4,4,4,4,7,7,5,5,4,4,6,5b82e33f184f45000155f0ba,cYszuGaptkk
2,3,6,1,1,5,7,2,7,7,3,2,5,3,3,612b5a2c55286e4cf74a63ee,HO-GyyhtDnA
2,3,3,3,2,4,3,3,3,5,3,4,3,3,3,57a6891d8eccbc0001f39f89,HO-GyyhtDnA
5,6,3,3,3,4,2,3,2,3,5,3,3,3,3,57a6891d8eccbc0001f39f89,VIqv8YRVDuY
2,3,4,3,3,4,3,3,2,3,3,6,3,3,2,57a6891d8eccbc0001f39f89,pdzliNhlqWI
3,3,3,3,3,5,4,3,3,5,5,3,2,3,3,57a6891d8eccbc0001f39f89,cYszuGaptkk
6,6,3,4,6,3,4,2,2,2,6,7,3,2,2,60b7be9f5e3d9290ded3bedf,pdzliNhlqWI
6,6,6,5,7,1,5,4,3,3,3,6,3,5,3,5de0803843e90d0fcc462b13,2-m3SEGs0kM
7,7,7,7,7,1,7,7,1,1,1,7,3,7,1,5d432a9dfc19f8001a2964e7,2-m3SEGs0kM
7,7,7,7,7,2,7,3,3,1,1,7,4,7,4,6057810acf80d91784eb5b15,2-m3SEGs0kM
3,5,3,3,5,3,3,3,4,5,4,3,3,5,3,56bb1e18724769000bb745f2,VIqv8YRVDuY
3,5,2,6,3,5,6,2,3,3,2,3,2,3,3,5fc00a11268eb941e7d8b066,cYszuGaptkk
5,6,3,3,2,6,6,2,3,3,2,4,2,2,3,5fc00a11268eb941e7d8b066,Zl-50U1tsBM
3,3,2,2,2,4,2,3,2,5,5,5,3,2,2,57a6891d8eccbc0001f39f89,Zl-50U1tsBM
4,4,4,4,4,3,4,3,3,3,5,6,4,4,6,601969ac51c0bc0556499ddd,VIqv8YRVDuY
3,4,7,7,3,4,4,3,2,4,7,4,2,1,7,5d432a9dfc19f8001a2964e7,Zl-50U1tsBM
5,5,4,3,3,4,2,3,2,4,5,5,4,3,3,6057810acf80d91784eb5b15,cYszuGaptkk
4,3,4,4,4,4,4,3,7,7,4,4,4,4,5,5b82e33f184f45000155f0ba,VIqv8YRVDuY
1,2,3,1,1,4,6,1,7,1,2,4,2,2,3,6057810acf80d91784eb5b15,HO-GyyhtDnA
1,2,6,3,2,6,2,1,1,1,3,6,1,2,2,6057810acf80d91784eb5b15,Zl-50U1tsBM
3,5,5,3,5,3,5,3,4,5,5,3,3,5,3,56bb1e18724769000bb745f2,cYszuGaptkk
2,4,4,2,4,3,5,2,3,3,2,5,4,5,3,5d979f377bc9750018a7a6bf,pdzliNhlqWI
7,7,6,7,7,1,5,3,2,1,1,5,2,7,3,5f196e2fab8a9003090bd474,2-m3SEGs0kM
2,5,3,2,6,3,5,2,2,2,1,6,3,3,1,5f196e2fab8a9003090bd474,pdzliNhlqWI
6,6,7,7,7,2,6,5,2,2,2,6,3,6,3,5ed18d516f7b8e0e377758fa,2-m3SEGs0kM
1,1,2,1,1,6,5,1,5,5,4,4,3,1,3,5f196e2fab8a9003090bd474,HO-GyyhtDnA
4,6,5,6,6,3,3,5,4,5,3,4,5,3,4,60d205ced0447ecd3d238b03,VIqv8YRVDuY
2,1,5,3,1,3,6,6,4,6,3,6,3,3,6,60d205ced0447ecd3d238b03,HO-GyyhtDnA
7,7,6,6,7,2,6,3,2,1,2,6,5,5,2,60d205ced0447ecd3d238b03,2-m3SEGs0kM
6,3,3,2,1,6,5,3,4,3,5,4,2,2,3,60d205ced0447ecd3d238b03,Zl-50U1tsBM
4,5,5,3,4,2,2,4,4,3,3,5,3,3,4,6147a56ede21f199226e8b7a,VIqv8YRVDuY
5,5,7,3,3,7,5,2,1,1,3,6,2,1,2,612550d21d30a44cb0d2d579,Zl-50U1tsBM
6,3,2,3,5,4,3,2,3,4,5,5,3,3,6,5ecb7a2d7a32d26eca7526ba,VIqv8YRVDuY
2,6,3,2,4,4,4,3,2,2,2,3,3,3,1,5f7e0c5f582257095a86ff6e,pdzliNhlqWI
2,6,4,3,6,4,3,5,3,4,3,5,3,5,3,5ed18d516f7b8e0e377758fa,VIqv8YRVDuY
3,5,2,5,7,3,2,3,2,6,6,5,3,3,5,5ff0bcb250c73d4aad16886f,VIqv8YRVDuY
6,6,3,5,6,3,3,3,1,1,2,7,5,5,3,5ff0bcb250c73d4aad16886f,pdzliNhlqWI
3,3,4,5,3,4,4,3,5,6,6,6,3,5,4,5ed18d516f7b8e0e377758fa,cYszuGaptkk
2,2,5,1,1,5,5,3,3,6,3,5,4,5,6,5ff0bcb250c73d4aad16886f,HO-GyyhtDnA
5,6,5,5,3,5,5,3,2,6,5,3,3,3,5,5ff0bcb250c73d4aad16886f,Zl-50U1tsBM
2,5,5,3,3,5,3,3,4,4,3,6,3,3,4,5ed18d516f7b8e0e377758fa,Zl-50U1tsBM
2,2,3,5,3,6,5,5,5,5,3,3,3,3,4,5f7e0c5f582257095a86ff6e,HO-GyyhtDnA
2,2,2,2,1,6,5,1,3,3,2,2,2,2,3,5f196e2fab8a9003090bd474,Zl-50U1tsBM
2,2,3,1,1,6,4,3,6,6,5,5,4,4,4,6147a56ede21f199226e8b7a,HO-GyyhtDnA
2,7,5,4,5,4,6,3,2,1,1,7,3,5,1,612550d21d30a44cb0d2d579,pdzliNhlqWI
6,5,2,3,3,3,2,5,2,2,3,6,3,5,2,5ffc6d5f2e58f30303c20217,pdzliNhlqWI
5,3,3,5,5,3,2,6,2,3,6,3,3,5,6,5ffc6d5f2e58f30303c20217,VIqv8YRVDuY
3,3,5,5,3,6,5,3,6,7,6,3,5,6,6,5ffc6d5f2e58f30303c20217,cYszuGaptkk
3,4,4,5,2,5,3,3,4,5,4,4,3,2,4,5d979f377bc9750018a7a6bf,cYszuGaptkk
6,3,5,6,7,5,5,6,2,1,2,6,5,5,3,5ff0bcb250c73d4aad16886f,2-m3SEGs0kM
2,3,3,3,6,3,5,3,3,3,2,3,2,3,5,5f7e0c5f582257095a86ff6e,VIqv8YRVDuY
6,6,2,5,7,3,6,5,6,5,7,2,3,2,6,6043ae623e7869398030c7e2,VIqv8YRVDuY
5,5,3,3,5,4,4,5,5,5,5,4,2,5,3,5d456f55b2da940019185094,cYszuGaptkk
2,2,5,6,5,6,5,2,3,3,5,6,3,5,6,5ffc6d5f2e58f30303c20217,HO-GyyhtDnA
2,5,5,2,3,5,5,3,5,5,5,4,2,5,3,5d456f55b2da940019185094,HO-GyyhtDnA
2,2,6,7,3,4,7,5,7,7,4,7,4,7,7,6043ae623e7869398030c7e2,HO-GyyhtDnA
2,7,5,5,5,2,2,3,1,1,5,4,3,5,3,5d456f55b2da940019185094,VIqv8YRVDuY
4,6,6,6,5,3,5,5,4,3,2,6,5,6,6,5c0ca233632102000147c7db,2-m3SEGs0kM
3,3,4,4,5,4,3,4,5,5,3,4,4,3,5,5c0ca233632102000147c7db,cYszuGaptkk
4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5af59900892f4e000163b98a,cYszuGaptkk
5,6,6,3,6,2,3,4,3,2,1,3,2,6,4,5d979f377bc9750018a7a6bf,2-m3SEGs0kM
2,3,4,1,1,6,4,1,3,4,5,6,5,2,5,5d979f377bc9750018a7a6bf,HO-GyyhtDnA
7,5,7,7,7,2,4,4,4,3,3,5,3,4,5,577d9254c6144900014a0083,2-m3SEGs0kM
3,4,5,5,5,4,5,4,4,3,3,6,4,4,3,577d9254c6144900014a0083,pdzliNhlqWI
2,3,3,3,3,5,3,2,3,3,2,2,3,2,3,6110e8ea36e9b36a6ed2cebf,Zl-50U1tsBM
6,6,5,5,6,5,5,6,2,3,2,6,5,5,3,60e55bb59cfd0aa9803b4470,pdzliNhlqWI
3,2,2,2,3,3,5,2,2,2,2,2,3,2,2,6110e8ea36e9b36a6ed2cebf,pdzliNhlqWI
6,6,6,6,5,3,5,6,2,3,3,5,3,5,5,60e55bb59cfd0aa9803b4470,VIqv8YRVDuY
1,1,5,5,2,6,4,5,6,6,3,6,4,3,4,577d9254c6144900014a0083,HO-GyyhtDnA
5,5,5,6,6,3,5,5,3,6,6,5,3,6,6,60e55bb59cfd0aa9803b4470,cYszuGaptkk
7,7,7,7,7,3,6,6,3,2,5,6,4,5,5,5963c7e5c11b6a0001dc2421,pdzliNhlqWI
5,6,7,7,7,2,5,6,2,2,1,6,3,6,2,60e55bb59cfd0aa9803b4470,2-m3SEGs0kM
5,5,5,5,5,4,5,5,3,2,3,5,4,5,5,59e4b3a1896cfc0001921095,2-m3SEGs0kM
4,3,2,5,5,4,5,5,3,3,5,6,5,5,5,5810f69c7d3e6d0001df29a5,VIqv8YRVDuY
3,3,2,5,5,3,4,5,4,2,2,4,3,3,5,5f7e0c5f582257095a86ff6e,2-m3SEGs0kM
2,4,3,3,3,5,4,4,4,3,2,3,3,3,3,5f7e0c5f582257095a86ff6e,Zl-50U1tsBM
2,1,2,1,4,5,3,1,5,6,4,4,4,1,6,5f196e2fab8a9003090bd474,cYszuGaptkk
2,3,5,3,2,4,5,2,4,5,4,6,3,4,4,5ed18d516f7b8e0e377758fa,HO-GyyhtDnA
5,3,2,5,5,3,3,3,2,5,3,6,3,3,5,5ff0bcb250c73d4aad16886f,cYszuGaptkk
7,5,1,6,7,2,2,2,2,2,2,3,2,3,5,5f196e2fab8a9003090bd474,VIqv8YRVDuY
5,5,3,3,5,6,5,3,2,2,7,5,4,3,3,5d456f55b2da940019185094,Zl-50U1tsBM
4,4,4,4,4,4,4,4,4,7,4,6,4,4,7,577d9254c6144900014a0083,cYszuGaptkk
3,3,2,3,5,4,4,4,4,4,3,5,4,4,4,577d9254c6144900014a0083,Zl-50U1tsBM
1,7,4,4,4,3,4,3,4,3,3,6,3,4,3,577d9254c6144900014a0083,VIqv8YRVDuY
3,3,5,2,3,5,5,2,6,5,5,3,3,5,3,60e55bb59cfd0aa9803b4470,HO-GyyhtDnA
5,2,6,5,6,1,7,6,1,1,1,7,5,5,7,6110e8ea36e9b36a6ed2cebf,2-m3SEGs0kM
3,3,3,3,3,5,5,2,3,3,3,2,2,3,3,60e55bb59cfd0aa9803b4470,Zl-50U1tsBM
7,7,7,7,7,2,5,5,2,4,3,5,3,5,3,5963c7e5c11b6a0001dc2421,2-m3SEGs0kM
5,4,2,2,2,6,5,4,5,6,4,6,3,1,3,60fd39605911cc95aa9b1b11,HO-GyyhtDnA
5,3,5,5,3,5,3,3,3,5,3,3,3,3,3,5963c7e5c11b6a0001dc2421,HO-GyyhtDnA
3,2,5,3,3,3,2,2,2,3,2,2,2,2,2,5963c7e5c11b6a0001dc2421,Zl-50U1tsBM
5,4,2,3,5,5,3,2,4,5,5,6,3,3,5,60fd39605911cc95aa9b1b11,cYszuGaptkk
5,3,5,6,6,3,3,3,3,5,5,3,5,4,3,5963c7e5c11b6a0001dc2421,VIqv8YRVDuY
4,2,2,3,1,7,7,1,7,7,7,3,3,3,3,6110e8ea36e9b36a6ed2cebf,HO-GyyhtDnA
5,7,6,6,6,5,4,6,3,5,3,3,5,3,3,5963c7e5c11b6a0001dc2421,cYszuGaptkk
7,7,2,7,6,3,2,2,1,1,5,3,5,4,3,5e5bd0b15bb3123a2e2a2c07,VIqv8YRVDuY
3,3,4,4,3,5,5,4,4,5,4,5,4,4,5,59e4b3a1896cfc0001921095,HO-GyyhtDnA
4,5,4,5,5,3,4,4,3,4,4,5,4,5,5,59e4b3a1896cfc0001921095,VIqv8YRVDuY
5,3,2,3,3,6,5,2,1,2,2,6,3,4,5,5e5bd0b15bb3123a2e2a2c07,cYszuGaptkk
6,6,7,6,5,2,1,3,3,2,2,6,4,4,3,5810f69c7d3e6d0001df29a5,2-m3SEGs0kM
3,3,5,5,5,2,5,6,6,7,6,6,5,5,6,6110e8ea36e9b36a6ed2cebf,VIqv8YRVDuY
3,1,3,7,5,7,7,4,4,7,7,3,3,5,5,6110e8ea36e9b36a6ed2cebf,cYszuGaptkk
6,5,2,3,5,2,5,2,4,4,5,5,2,3,4,60fd39605911cc95aa9b1b11,VIqv8YRVDuY
5,6,3,2,4,5,3,2,3,3,2,5,2,2,2,60fd39605911cc95aa9b1b11,Zl-50U1tsBM
2,6,2,2,6,5,4,2,2,1,5,7,6,4,1,60fd39605911cc95aa9b1b11,pdzliNhlqWI
5,6,5,5,6,2,3,2,2,1,1,5,3,5,2,60fd39605911cc95aa9b1b11,2-m3SEGs0kM
6,6,2,3,3,6,3,3,1,2,1,3,2,2,1,5e5bd0b15bb3123a2e2a2c07,Zl-50U1tsBM
7,7,6,7,7,2,5,7,1,1,1,6,2,6,2,5e5bd0b15bb3123a2e2a2c07,2-m3SEGs0kM
4,6,6,5,7,2,2,2,3,2,1,5,4,4,2,5810f69c7d3e6d0001df29a5,pdzliNhlqWI
5,7,5,6,6,5,6,3,1,2,1,7,5,5,1,5e5bd0b15bb3123a2e2a2c07,pdzliNhlqWI
2,3,3,3,2,3,6,1,4,5,1,3,2,5,2,5e5bd0b15bb3123a2e2a2c07,HO-GyyhtDnA
2,3,3,5,5,3,3,4,5,5,5,3,3,3,5,5f7e0c5f582257095a86ff6e,cYszuGaptkk
3,3,5,4,5,5,5,3,3,3,3,6,6,5,3,60d205ced0447ecd3d238b03,pdzliNhlqWI
3,3,6,2,4,2,3,5,6,6,2,5,3,3,5,6147a56ede21f199226e8b7a,cYszuGaptkk
6,6,5,6,5,2,6,5,2,1,2,6,3,6,6,5ffc6d5f2e58f30303c20217,2-m3SEGs0kM
3,3,2,3,3,5,3,3,4,3,2,3,3,3,3,5d3ef33e8da0790017c90e08,Zl-50U1tsBM
3,2,3,3,2,6,5,5,5,5,3,3,5,3,6,5d3ef33e8da0790017c90e08,HO-GyyhtDnA
6,3,4,6,3,5,3,3,2,6,5,5,2,5,3,60d205ced0447ecd3d238b03,cYszuGaptkk
6,6,6,3,5,2,4,3,3,3,2,6,3,6,3,5ecb7a2d7a32d26eca7526ba,2-m3SEGs0kM
5,5,6,2,3,2,2,3,1,3,2,5,4,4,3,6147a56ede21f199226e8b7a,2-m3SEGs0kM
6,5,3,3,4,3,3,3,2,3,5,6,3,3,4,5ecb7a2d7a32d26eca7526ba,cYszuGaptkk
2,3,2,2,2,4,3,2,3,4,4,5,3,3,3,5ecb7a2d7a32d26eca7526ba,Zl-50U1tsBM
5,5,5,5,7,3,5,4,4,2,2,5,3,5,5,5d3ef33e8da0790017c90e08,2-m3SEGs0kM
4,5,5,5,4,4,4,3,3,2,2,5,4,5,3,5d3ef33e8da0790017c90e08,pdzliNhlqWI
3,7,5,3,5,4,4,3,2,2,5,4,3,5,2,5d456f55b2da940019185094,pdzliNhlqWI
7,7,6,6,6,3,4,5,3,2,2,5,3,3,3,6043ae623e7869398030c7e2,2-m3SEGs0kM
5,4,2,5,7,3,3,2,2,3,2,3,4,3,6,5d3ef33e8da0790017c90e08,VIqv8YRVDuY
2,3,3,2,2,6,5,2,3,3,5,6,3,3,5,5ffc6d5f2e58f30303c20217,Zl-50U1tsBM
5,2,3,4,3,5,4,5,4,5,3,2,4,3,3,5d3ef33e8da0790017c90e08,cYszuGaptkk
3,3,4,2,2,5,4,5,4,4,2,5,4,4,4,6147a56ede21f199226e8b7a,Zl-50U1tsBM
6,4,5,3,6,3,5,2,3,3,5,6,3,3,3,5ecb7a2d7a32d26eca7526ba,pdzliNhlqWI
5,5,6,3,6,2,2,3,2,6,6,3,3,4,5,612550d21d30a44cb0d2d579,VIqv8YRVDuY
5,5,5,5,5,2,4,5,1,1,1,7,3,6,1,612550d21d30a44cb0d2d579,2-m3SEGs0kM
5,5,2,2,4,2,3,2,2,2,1,4,3,3,4,6147a56ede21f199226e8b7a,pdzliNhlqWI
2,2,2,2,2,4,3,3,4,5,5,5,3,3,3,5ecb7a2d7a32d26eca7526ba,HO-GyyhtDnA
1,4,3,2,3,5,3,3,2,5,5,4,3,2,5,612550d21d30a44cb0d2d579,cYszuGaptkk
2,4,5,3,2,6,4,2,2,4,5,5,4,4,3,612550d21d30a44cb0d2d579,HO-GyyhtDnA
3,2,5,3,2,6,6,3,6,5,3,5,5,3,6,5c0ca233632102000147c7db,HO-GyyhtDnA
4,6,6,6,6,3,4,6,2,2,3,6,3,6,6,5af59900892f4e000163b98a,2-m3SEGs0kM
4,5,4,6,6,4,5,4,3,3,2,6,5,4,5,5c0ca233632102000147c7db,pdzliNhlqWI
4,3,6,3,3,5,5,2,5,6,3,6,4,4,4,5af59900892f4e000163b98a,HO-GyyhtDnA
4,5,4,6,6,3,5,5,4,3,3,4,5,4,4,5c0ca233632102000147c7db,VIqv8YRVDuY
4,5,5,3,3,4,4,2,4,3,4,4,3,3,2,5af59900892f4e000163b98a,Zl-50U1tsBM
2,3,3,4,5,4,4,2,4,4,3,5,4,4,3,5ecb6acd10d2c36e6124c9bd,VIqv8YRVDuY
5,4,5,3,3,6,4,3,5,5,4,4,3,3,3,5ce740c8636a5b0018f55968,Zl-50U1tsBM
5,5,5,5,5,4,6,4,3,3,3,7,6,5,4,5ce740c8636a5b0018f55968,2-m3SEGs0kM
3,3,5,3,3,6,5,5,6,6,5,6,3,5,5,5eebb0ca7b8d2937415c5438,HO-GyyhtDnA
7,7,1,3,2,6,2,2,2,3,6,2,4,2,2,6043ae623e7869398030c7e2,Zl-50U1tsBM
7,7,7,6,6,3,2,2,1,1,6,4,3,5,2,5d456f55b2da940019185094,2-m3SEGs0kM
3,3,5,4,3,4,5,3,5,4,2,3,3,2,4,5c0ca233632102000147c7db,Zl-50U1tsBM
5,5,4,4,7,2,6,3,3,2,2,6,6,4,4,6043ae623e7869398030c7e2,pdzliNhlqWI
4,6,6,6,6,2,3,4,3,3,4,3,3,4,5,5af59900892f4e000163b98a,VIqv8YRVDuY
2,6,6,2,6,2,6,2,2,2,2,6,4,5,2,59a7fec40c87a000017483a0,pdzliNhlqWI
2,6,5,6,6,3,4,5,3,3,3,3,4,5,3,59a7fec40c87a000017483a0,VIqv8YRVDuY
4,5,5,5,5,4,4,5,6,4,5,5,5,4,5,5ce740c8636a5b0018f55968,VIqv8YRVDuY
5,6,3,6,2,6,5,3,2,5,2,6,3,3,2,59a7fec40c87a000017483a0,Zl-50U1tsBM
3,5,6,5,5,4,4,4,3,3,3,6,5,5,4,5ce740c8636a5b0018f55968,pdzliNhlqWI
2,3,2,2,2,5,4,2,4,4,2,5,2,2,2,5ecb6acd10d2c36e6124c9bd,Zl-50U1tsBM
6,6,6,6,6,2,5,4,4,2,4,5,3,4,2,5ecb6acd10d2c36e6124c9bd,2-m3SEGs0kM
3,5,5,3,3,5,4,3,4,4,4,5,2,3,3,5ecb6acd10d2c36e6124c9bd,cYszuGaptkk
6,6,6,6,7,3,3,6,6,5,5,6,6,6,7,5eebb0ca7b8d2937415c5438,cYszuGaptkk
5,3,6,5,5,6,6,5,6,6,5,6,5,5,5,5eebb0ca7b8d2937415c5438,Zl-50U1tsBM
2,2,6,5,3,6,5,6,2,3,6,6,3,3,4,59a7fec40c87a000017483a0,cYszuGaptkk
3,6,6,3,3,4,3,3,4,4,3,5,3,4,3,5ecb6acd10d2c36e6124c9bd,pdzliNhlqWI
5,6,5,6,6,5,3,6,2,3,6,5,3,5,3,5eebb0ca7b8d2937415c5438,pdzliNhlqWI
4,4,6,3,3,5,4,3,6,6,6,3,4,5,4,5ce740c8636a5b0018f55968,HO-GyyhtDnA
6,6,6,7,5,4,6,5,6,6,2,3,4,6,4,6043ae623e7869398030c7e2,cYszuGaptkk
5,5,5,4,4,3,5,2,4,3,3,6,4,5,3,5af59900892f4e000163b98a,pdzliNhlqWI
2,6,3,2,2,5,4,3,4,4,3,5,2,2,2,5ecb6acd10d2c36e6124c9bd,HO-GyyhtDnA
3,6,6,5,6,2,6,3,2,2,2,6,3,6,2,59a7fec40c87a000017483a0,2-m3SEGs0kM
3,3,3,2,2,6,6,5,6,6,2,6,4,2,6,59a7fec40c87a000017483a0,HO-GyyhtDnA
6,3,5,4,5,4,5,3,4,4,3,4,5,5,5,5ce740c8636a5b0018f55968,cYszuGaptkk
5,6,6,6,6,3,3,6,3,5,6,5,5,5,3,5eebb0ca7b8d2937415c5438,VIqv8YRVDuY
5,6,5,5,6,3,6,3,3,3,3,6,5,5,2,5abe42840527ba0001c1db23,pdzliNhlqWI
5,6,6,7,7,6,5,6,5,3,5,6,5,5,3,5eebb0ca7b8d2937415c5438,2-m3SEGs0kM
5,6,6,5,5,3,6,3,4,5,2,6,6,6,4,5abe42840527ba0001c1db23,2-m3SEGs0kM
2,2,3,3,3,6,3,3,6,5,6,3,5,3,2,5abe42840527ba0001c1db23,Zl-50U1tsBM
6,1,3,6,3,6,3,3,6,5,6,4,4,3,6,5abe42840527ba0001c1db23,cYszuGaptkk
2,1,3,5,2,3,3,3,6,5,3,2,3,2,5,6137e8f606da0457071cbcfc,cYszuGaptkk
3,1,4,3,2,6,4,4,6,6,6,3,5,3,6,5abe42840527ba0001c1db23,HO-GyyhtDnA
3,2,3,5,5,3,3,3,6,5,5,3,3,5,5,6276716449ace8d4b6f5e02b,cYszuGaptkk
5,2,5,3,1,3,3,2,6,5,2,3,3,1,3,6137e8f606da0457071cbcfc,Zl-50U1tsBM
5,6,7,6,6,5,3,3,3,2,1,3,3,2,1,6137e8f606da0457071cbcfc,2-m3SEGs0kM
5,6,6,6,6,2,6,5,5,5,6,3,3,6,6,5abe42840527ba0001c1db23,VIqv8YRVDuY
5,5,5,3,5,5,5,3,3,3,3,5,3,5,3,6276716449ace8d4b6f5e02b,pdzliNhlqWI
6,1,6,2,1,3,5,5,7,6,3,5,3,3,3,6137e8f606da0457071cbcfc,HO-GyyhtDnA
6,6,7,5,5,3,5,2,5,3,3,5,5,3,3,6137e8f606da0457071cbcfc,pdzliNhlqWI
2,3,3,2,5,3,3,2,3,3,3,5,2,3,3,6276716449ace8d4b6f5e02b,Zl-50U1tsBM
1,3,6,5,5,2,3,2,5,5,6,3,3,2,3,6137e8f606da0457071cbcfc,VIqv8YRVDuY
5,6,5,5,5,3,5,3,3,2,3,3,3,3,3,6276716449ace8d4b6f5e02b,2-m3SEGs0kM
2,3,5,5,3,3,5,3,5,5,5,3,3,5,3,6276716449ace8d4b6f5e02b,HO-GyyhtDnA
5,3,5,5,6,2,5,3,5,5,5,2,3,5,5,6276716449ace8d4b6f5e02b,VIqv8YRVDuY
3,6,5,2,3,5,5,2,3,3,2,5,2,2,3,611f3c7e6f8cb73ad45c7af4,Zl-50U1tsBM
5,3,3,5,6,3,5,3,3,3,4,5,3,6,3,57b7761efc23450001acc0a1,VIqv8YRVDuY
2,2,3,3,1,6,7,3,6,5,3,2,2,3,4,57b7761efc23450001acc0a1,HO-GyyhtDnA
7,6,6,6,6,4,2,3,2,2,2,6,3,5,3,5d9f5cae4d62c40010ae40e6,2-m3SEGs0kM
2,3,5,3,3,5,3,2,2,2,2,6,3,3,2,5d9f5cae4d62c40010ae40e6,Zl-50U1tsBM
2,6,5,2,5,3,5,3,3,2,2,5,3,5,2,611f3c7e6f8cb73ad45c7af4,pdzliNhlqWI
6,6,3,3,3,4,3,2,3,6,3,5,2,5,4,611f3c7e6f8cb73ad45c7af4,cYszuGaptkk
6,5,3,6,7,2,6,3,3,2,1,3,3,7,4,57b7761efc23450001acc0a1,2-m3SEGs0kM
3,5,6,3,6,4,6,6,3,3,2,5,5,6,6,57b7761efc23450001acc0a1,pdzliNhlqWI
1,5,2,1,1,4,2,1,3,5,3,2,2,1,2,5c73a9d92dfbdb0001b95375,Zl-50U1tsBM
7,7,6,7,7,3,3,2,1,2,6,6,2,4,2,5c73a9d92dfbdb0001b95375,pdzliNhlqWI
3,3,5,3,2,4,5,3,5,5,5,5,3,5,4,611f3c7e6f8cb73ad45c7af4,HO-GyyhtDnA
5,6,6,6,5,2,5,5,2,2,3,5,3,5,3,611f3c7e6f8cb73ad45c7af4,2-m3SEGs0kM
3,6,3,3,4,5,6,2,5,3,3,3,2,3,5,57b7761efc23450001acc0a1,Zl-50U1tsBM
2,3,6,3,3,3,3,2,3,3,3,6,3,5,3,5d9f5cae4d62c40010ae40e6,HO-GyyhtDnA
6,3,3,5,7,5,6,5,2,3,3,4,3,6,6,57b7761efc23450001acc0a1,cYszuGaptkk
2,3,3,3,3,5,3,2,2,2,3,6,3,3,3,5d9f5cae4d62c40010ae40e6,cYszuGaptkk
3,5,5,5,5,4,2,3,2,2,3,6,5,3,3,5d9f5cae4d62c40010ae40e6,pdzliNhlqWI
2,6,3,5,5,3,2,2,2,2,3,6,3,3,3,5d9f5cae4d62c40010ae40e6,VIqv8YRVDuY
3,6,5,3,6,5,5,3,3,4,2,6,3,6,3,5e4eb1de8e6da203e5b070ca,pdzliNhlqWI
6,6,6,5,7,6,5,5,3,3,3,5,3,7,3,5e4eb1de8e6da203e5b070ca,2-m3SEGs0kM
6,6,6,6,6,3,3,5,3,2,5,5,3,3,5,611f3c7e6f8cb73ad45c7af4,VIqv8YRVDuY
