prolific_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Hearing difficulties,Nationality,Sex,Student Status,tmf_core,tmf_would_like_to_be,tmf_interests_seen_as,tmf_attitudes_seen_as,tmf_behaviour_seen_as,tmf_appearance_seen_as,sex,gender_identity,gender_text,sex_orientation,orient_text,ethnicity,disability,community_sss,national_sss
5eb3d22ffa15221c2e0117c5,20,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0
5d7ebf9e93902b0001965912,38,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,Yes,2.0,2.0,3.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0
611d3570f180b1adea26816b,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,5.0
612b769fef7b5e0dd8896373,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0
60f58103f23bca812b229dbb,28,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,2.0,1.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,Black,No,3.0,2.0
5ee7c48852b956087468ad8b,37,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,8.0,7.0
59b555702a78fd00010b86d4,23,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Bisexual,,White,No,3.0,3.0
54258078fdf99b691fb3858e,33,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,English,No,United Kingdom,Male,No,2.0,3.0,2.0,2.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0
5dc5da21d999de45a504651b,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,3.0,4.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,2.0,2.0
5ebac054d63dde03790ceef8,30,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0
5f0749f67f6e1a31b1a0b918,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0
5fd8d3516c28582c83e0047a,28,Finland,United Kingdom,"London, England ",Part-Time,English,No,Finland,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Bisexual,,White,Yes,7.0,6.0
5ff6e8dc5da4c728c5494d60,45,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0
5d52c9a1954940001995c26a,34,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,5.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0
5e130b3f54e2f09436f73393,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Homosexual (lesbian or gay),,White,No,9.0,7.0
5f22de3904d2a80008ca108a,34,United Kingdom,United Kingdom,"London, England ",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,4.0,4.0,5.0,4.0,5.0,5.0,Female,Woman,,Asexual,,White,No,4.0,7.0
5f4b7922a1cde57399c3872e,31,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Female,DATA EXPIRED,6.0,6.0,5.0,6.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0
5f15a35ae74deb1deeb0668b,21,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,5.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0
5b017ef1293d310001023bd8,67,United Kingdom,United Kingdom,Wales,Part-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0
614c5d3911d2a431c2c59857,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0
5d5f2fc82fce8e0019ca87c1,24,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,4.0,4.0,5.0,6.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0
614da66d7f267237bf6d05e6,62,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,8.0,8.0
5aae8f78811b2000016f7c7b,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0
5ef7d6c359b38851de122110,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0
5f0dab228f4b5d000bf1a31d,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0
5f3960e728b3734d421b2eeb,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0
611d2cc49af322d296ac4117,32,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,5.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,8.0
5fcf61cae339e601668c71aa,34,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,4.0,6.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,2.0
5e1f7b5450f6aa0122fcef8b,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,6.0,4.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0
611a665e428e9a57ba0de804,19,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,1.0,3.0,1.0,Male,Man,,Bisexual,,White,No,7.0,6.0
602bebe42e34a23d1d0f72a3,55,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,4.0,4.0,5.0,3.0,4.0,3.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0
61f2ae4aa09e72f23cbafa9a,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,No,United Kingdom,Female,Yes,4.0,5.0,3.0,4.0,3.0,4.0,Female,Woman,,Heterosexual (straight),,Asian,No,5.0,3.0
5c5432c098016d0001541ef7,72,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0
5b7f28ee4570a7000120ad3f,67,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,8.0
5d9e1929203419001625df07,49,United Kingdom,United Kingdom,Wales,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,1.0,1.0,1.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0
5b95a66ba2980c0001c481a6,24,Ireland,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,Ireland,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,2.0
5d5db7f7ca179000180b17cc,37,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,No,2.0,1.0,2.0,2.0,3.0,3.0,Male,Man,,Heterosexual (straight),,Asian,No,7.0,7.0
5dec460a8d43d9346487f840,31,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,5.0,2.0,1.0,6.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,4.0
55e876f25e4d360012cc283d,27,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,2.0,2.0,3.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0
5da9a1659413e4001505d7f7,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0
609c010662a75f7f78ad58f0,20,United Kingdom,United Kingdom,Wales,Other,English,No,United Kingdom,Male,Yes,2.0,1.0,2.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0
610e47e32fee3f67f185cb37,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0
5a102e9dfdf6fc0001279561,37,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0
5b97a1e083bd380001b92485,32,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,4.0,4.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0
5e78c4ae5a7a1e0009d1ac58,30,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,6.0
5dc014ce64064045a688e3c8,66,Germany,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0
5cbee08db4b8d300019a4227,54,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,4.0,5.0,5.0,5.0,Female,Woman,,Bisexual,,White,No,3.0,5.0
5b2a3000a29ccd0001154e8c,35,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,3.0,4.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,4.0
5ea986542bd79508d1d3cd7e,26,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0
5a52164aac5624000153602a,51,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,7.0
615dc9a9d61ae634ede50ebb,22,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,English,No,United Kingdom,Female,Yes,5.0,6.0,4.0,4.0,6.0,5.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0
603900436aac0934a527e745,45,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,3.0,6.0,3.0,4.0,Female,Woman,,Homosexual (lesbian or gay),,White,No,6.0,7.0
601ecf037d641438c0840330,40,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,6.0,Female,I prefer not to answer,,Heterosexual (straight),,White,No,3.0,3.0
5d5e8996eefb4600182fcbb1,27,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0
623729c5c785c64be4d2f444,21,Poland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,English,No,Poland,Female,Yes,3.0,3.0,5.0,5.0,4.0,3.0,Female,Man,,Bisexual,,White,Yes,3.0,3.0
5e14c068ed1b3b000cf0e3c7,51,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,9.0
5a9adf93dbdb470001eee5e1,49,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,5.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,No,9.0,7.0
5fb93f3349adcb75d64045d1,23,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Female,No,4.0,4.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,3.0,3.0
5ce52692b4a0b500016a9112,33,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,5.0,6.0,4.0,7.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,5.0
6048a3eff8e2cdda59e5c9e7,22,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,Yes,5.0,4.0,5.0,4.0,3.0,5.0,Female,Woman,,Bisexual,,White,No,5.0,6.0
5ec967ac9020ae477aee23af,20,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,Yes,6.0,6.0,3.0,2.0,3.0,5.0,Female,Woman,,Heterosexual (straight),,Asian,No,6.0,7.0
5f296dc899c65605ad881760,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0
593b5b0e6c168c000177899a,32,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,3.0,2.0,5.0,5.0,5.0,3.0,Male,Man,,Bisexual,,White,Yes,3.0,3.0
615822379d204660be9076d9,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",DATA EXPIRED,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,5.0,5.0
5f3d63427c561a0f0d0cb09c,41,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,5.0,4.0,4.0,2.0,Male,Man,,Homosexual (lesbian or gay),,White,Yes,3.0,3.0
61bb378040db417c1a138a7c,58,Hong Kong,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,2.0,3.0,3.0,Male,Man,,Heterosexual (straight),,Asian,No,7.0,6.0
5c9034a2eedbd9001573ca14,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,7.0,8.0
5e7886313dacaa3fbb808a67,41,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,3.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,6.0,5.0
6074130be61cc52f7acdd375,27,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Male,No,3.0,2.0,2.0,2.0,2.0,3.0,Male,Man,,Heterosexual (straight),,White,No,8.0,8.0
5e1ccec8551fa0000cdc1f0b,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,Yes,2.0,2.0,4.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,Yes,2.0,2.0
5fde8fc3c0e40a651914c261,30,United Kingdom,United Kingdom,"London, England ",Part-Time,English,No,United Kingdom,Male,No,3.0,4.0,6.0,4.0,6.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,No,10.0,10.0
5d6a55cb78fce300014e078e,28,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,No,4.0,1.0,3.0,3.0,4.0,1.0,Male,Man,,Heterosexual (straight),,Multiple ethnic groups,No,2.0,2.0
5e63adfb9ab3e612a6913e14,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,3.0,3.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,5.0,2.0
5810a2fa7d3e6d0001df294c,38,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,2.0,3.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,3.0
5e8f8ebc09b58f28c329da6f,32,Switzerland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,3.0,1.0,4.0,4.0,5.0,3.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0
5d5ee5dc742933001d8f3b4c,27,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,4.0,4.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0
59feed1da383a100011b3eaa,47,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0
